Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
652,20,RL,34.0,3316,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,7,7,2005,1993,Hip,CompShg,VinylSd,Plywood,BrkFace,68.0,TA,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,1266,1734,GasA,TA,Y,SBrkr,1266,0,0,1144,0,0,1,0,3,1,Gd,8,Typ,1,Gd,BuiltIn,1990.0,RFn,3,492,TA,TA,Y,132,62,0,0,0,0,,,,0,7,2010,New,Normal,374000
1436,60,RL,71.0,9760,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,1962,2006,Gable,CompShg,MetalSd,Stucco,BrkFace,183.0,TA,TA,CBlock,Gd,Fa,No,Unf,1085,Unf,0,982,1103,GasA,TA,Y,SBrkr,1553,1121,0,1368,0,0,3,0,4,1,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,2,834,TA,TA,Y,203,130,0,0,0,0,,,,0,5,2010,WD,Normal,311872
1017,60,RM,96.0,16033,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,3,1915,1967,Gable,CompShg,VinylSd,MetalSd,BrkFace,110.0,TA,Gd,CBlock,TA,TA,No,GLQ,1039,Unf,0,578,1152,GasA,Ex,Y,SBrkr,1007,0,0,1795,0,0,1,0,2,1,Gd,8,Typ,1,TA,Attchd,2004.0,Fin,2,720,TA,TA,Y,268,121,0,0,0,0,,,,0,1,2009,WD,Normal,205000
516,20,RL,34.0,10440,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,7,5,2008,1993,Gable,CompShg,HdBoard,VinylSd,Stone,350.0,TA,TA,PConc,TA,TA,No,Rec,916,Unf,0,1734,672,GasA,Ex,Y,SBrkr,1052,878,0,2243,1,0,2,0,2,1,Ex,7,Typ,2,Gd,Attchd,2004.0,RFn,2,768,TA,TA,Y,349,35,0,0,0,0,,,,0,3,2009,WD,Normal,180000
854,60,RL,80.0,9230,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,9,6,2004,1983,Gable,CompShg,CemntBd,MetalSd,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,Unf,786,Unf,0,1232,845,GasA,Ex,Y,SBrkr,1276,956,0,2234,0,0,1,0,1,1,TA,7,Typ,2,TA,Attchd,2007.0,RFn,2,779,TA,TA,Y,288,44,0,0,0,0,,,,0,11,2009,WD,Normal,134000
658,20,RL,85.0,6955,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,3,1990,2009,Gable,CompShg,HdBoard,VinylSd,BrkFace,340.0,TA,TA,PConc,TA,TA,Gd,GLQ,510,Unf,0,706,372,GasA,TA,Y,SBrkr,1838,0,0,1564,1,0,1,0,3,1,TA,11,Typ,2,TA,Attchd,1964.0,Fin,2,478,Gd,TA,Y,216,36,0,0,192,0,,GdWo,,0,7,2007,WD,Normal,290000
799,60,RM,77.0,9986,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,SFoyer,9,5,1998,1999,Gable,CompShg,Plywood,HdBoard,Stone,274.0,TA,TA,CBlock,Ex,TA,No,Unf,1032,Unf,0,816,1700,GasA,TA,Y,SBrkr,1054,0,0,2184,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,192,36,0,0,0,0,,MnWw,,0,5,2006,WD,Normal,148000
298,60,RL,48.0,13474,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,1998,Gambrel,CompShg,VinylSd,Plywood,BrkFace,562.0,Gd,TA,CBlock,TA,TA,No,Unf,733,Unf,0,877,1012,GasA,Ex,Y,SBrkr,1734,0,0,1269,0,0,1,0,2,1,Gd,12,Typ,1,TA,Attchd,1962.0,RFn,2,575,TA,Gd,Y,216,20,0,0,0,0,,,,0,8,2007,WD,Partial,187000
649,70,RL,85.0,9247,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,TwnhsE,1Story,6,8,2004,1995,Gable,CompShg,VinylSd,CmentBd,Stone,82.0,TA,TA,CBlock,Gd,TA,Av,ALQ,454,Unf,0,23,982,GasA,Ex,Y,SBrkr,1103,0,0,1266,1,0,1,1,3,1,TA,7,Typ,2,Fa,Attchd,2006.0,RFn,2,576,TA,TA,Y,216,48,0,0,0,0,,,,0,7,2008,WD,Normal,265979
1090,60,RL,100.0,17423,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,HdBoard,Stone,391.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,719,Unf,0,528,1012,GasA,TA,Y,SBrkr,672,0,0,2730,0,0,1,0,2,1,Gd,6,Typ,2,TA,BuiltIn,2007.0,RFn,2,308,TA,TA,Y,125,36,0,0,0,0,,,,0,9,2009,WD,Normal,265000
993,60,RL,69.0,11308,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,PosN,Norm,1Fam,1Story,8,5,1962,2008,Gable,CompShg,MetalSd,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,GLQ,1234,Unf,0,1012,1127,GasA,TA,Y,SBrkr,1153,0,0,1052,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1998.0,RFn,2,691,TA,TA,Y,168,78,0,0,0,0,,,,0,6,2006,WD,Normal,475000
1130,20,RL,,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,10,5,2006,2008,Hip,CompShg,BrkFace,VinylSd,BrkFace,921.0,TA,TA,PConc,TA,TA,Mn,Unf,1121,GLQ,0,833,1056,GasA,Gd,Y,SBrkr,576,0,0,1838,0,0,2,1,3,1,TA,6,Typ,2,Gd,Attchd,1993.0,RFn,2,889,TA,TA,P,192,112,0,0,0,0,,,,0,6,2009,WD,Normal,175900
481,60,RL,85.0,3182,Pave,,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,5,2007,2001,Hip,CompShg,VinylSd,Wd Sdng,BrkFace,130.0,Ex,TA,CBlock,TA,TA,No,Unf,421,Unf,0,982,1063,GasA,TA,Y,SBrkr,1718,1538,0,1054,0,0,1,0,2,1,TA,8,Typ,1,Gd,Attchd,2006.0,Fin,2,706,TA,TA,Y,216,116,0,0,122,0,,,,0,5,2010,WD,Normal,230000
658,60,RL,96.0,10380,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,7,1998,1998,Gable,CompShg,Stucco,VinylSd,BrkFace,166.0,Gd,TA,PConc,TA,Gd,Mn,Rec,1283,Unf,0,357,2524,GasA,Ex,Y,SBrkr,1012,0,0,2822,0,0,2,1,3,1,TA,9,Typ,1,Gd,Attchd,1978.0,RFn,2,527,TA,TA,Y,144,44,0,0,0,0,,,,0,6,2008,WD,Normal,262280
456,20,RL,80.0,8123,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1892,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,99.0,TA,Gd,PConc,Gd,TA,No,GLQ,549,Unf,0,276,1306,GasA,Ex,Y,SBrkr,1526,0,0,1103,0,0,1,0,3,1,Ex,7,Typ,2,Gd,Attchd,1983.0,RFn,2,613,TA,TA,Y,519,20,0,0,0,0,,,,0,10,2007,WD,Normal,280000
1329,20,RM,79.0,8816,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2006,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,42.0,TA,TA,CBlock,Gd,TA,Av,Unf,1410,Unf,0,412,650,GasA,TA,Y,SBrkr,1007,0,0,2340,0,1,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1964.0,Fin,3,502,TA,TA,Y,127,84,0,0,0,0,,,Shed,500,4,2006,WD,Normal,175500
835,70,RL,76.0,8450,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,1900,1968,Gable,CompShg,Wd Sdng,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,1063,1638,GasA,TA,Y,SBrkr,1165,1518,0,2353,0,0,2,0,3,1,Gd,6,Min1,1,Gd,Attchd,2003.0,RFn,2,288,TA,TA,Y,192,136,0,0,0,0,,GdPrv,,0,3,2006,WD,Normal,120000
1094,20,RL,80.0,14601,Pave,,Reg,HLS,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,7,2003,2006,Gable,CompShg,HdBoard,VinylSd,BrkFace,362.0,Gd,TA,PConc,TA,TA,No,BLQ,919,Unf,0,1420,1792,GasA,Ex,Y,SBrkr,1063,0,0,1109,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2,576,TA,TA,Y,255,36,0,0,0,0,,,,0,4,2006,WD,Normal,315000
1307,80,RM,43.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,8,2008,2003,Gable,CompShg,VinylSd,CmentBd,Stone,128.0,Gd,TA,PConc,Gd,TA,Gd,Unf,483,Unf,0,406,1726,GasA,Ex,Y,SBrkr,1071,0,0,1718,1,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1998.0,RFn,3,749,TA,TA,Y,144,44,0,0,0,0,,GdWo,,0,10,2008,WD,Normal,165000
1325,60,RL,98.0,13891,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,SLvl,7,6,1998,2000,Gable,CompShg,WdShing,VinylSd,Stone,288.0,Gd,TA,PConc,Ex,TA,No,Unf,871,Unf,0,650,1142,GasA,Ex,Y,SBrkr,2524,744,0,1012,0,0,1,1,3,1,Gd,6,Typ,1,TA,BuiltIn,1977.0,Fin,2,626,TA,TA,Y,208,20,0,0,0,0,,,,0,2,2006,WD,Normal,325000
307,20,RL,104.0,9042,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,RRAe,Norm,1Fam,2Story,6,5,1961,2008,Gable,CompShg,VinylSd,MetalSd,BrkFace,594.0,Gd,TA,CBlock,Gd,TA,Mn,Unf,904,Unf,0,314,1165,GasA,Gd,Y,SBrkr,1186,0,0,1526,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,1987.0,RFn,2,860,TA,TA,Y,132,406,0,0,0,0,,,,0,3,2010,WD,Normal,157500
1352,60,RL,98.0,13005,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,2003,2009,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,340.0,Gd,TA,CBlock,TA,TA,No,ALQ,504,Unf,0,1638,1109,GasA,Gd,Y,SBrkr,1646,0,0,1800,0,0,1,0,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,RFn,2,572,TA,TA,Y,192,20,0,0,0,0,,,,0,5,2007,WD,Normal,224000
179,60,RL,116.0,12456,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,2005,Gable,CompShg,VinylSd,HdBoard,BrkFace,162.0,TA,TA,PConc,TA,TA,Av,GLQ,719,Unf,0,225,528,GasA,TA,Y,SBrkr,1792,0,0,1165,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,2,648,TA,TA,Y,182,260,0,0,0,0,,,,0,4,2007,WD,Normal,201800
796,120,RL,100.0,8263,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,6,8,1948,2006,Gable,CompShg,MetalSd,VinylSd,BrkFace,340.0,TA,TA,Stone,Gd,TA,No,Unf,1358,Unf,0,268,1240,GasA,Ex,Y,SBrkr,1726,0,0,1800,0,0,2,0,3,1,Gd,12,Typ,1,Gd,Attchd,1989.0,Fin,2,576,TA,TA,Y,144,36,0,0,0,0,,,,0,7,2006,WD,Normal,315750
1059,60,RL,70.0,8562,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,5,2008,2000,Gable,CompShg,Stucco,VinylSd,Stone,459.0,TA,Gd,PConc,TA,TA,Av,Unf,816,Unf,0,425,1264,GasA,Gd,Y,SBrkr,1188,0,0,1063,1,0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1977.0,RFn,2,670,TA,TA,Y,208,64,0,0,0,0,,,,0,5,2006,WD,Normal,153900
386,60,RL,80.0,8123,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,TwnhsE,1.5Fin,6,6,2007,1978,Gable,CompShg,Plywood,Plywood,Stone,80.0,TA,TA,CBlock,Gd,TA,No,Unf,320,Unf,0,95,1107,GasA,Ex,Y,SBrkr,1142,0,0,2172,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,2008.0,RFn,2,525,TA,TA,Y,517,60,84,0,0,0,,,,0,6,2009,WD,Normal,370878
983,120,RL,98.0,9020,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,2001,2006,Gable,CompShg,Plywood,VinylSd,Stone,132.0,TA,TA,PConc,TA,TA,No,GLQ,493,Unf,0,380,1386,GasA,Ex,Y,SBrkr,1203,0,0,2524,1,0,2,1,2,1,TA,6,Min2,1,Gd,Attchd,2008.0,Fin,2,315,TA,TA,Y,356,102,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,325000
323,20,RL,128.0,9920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1998,1973,Gable,CompShg,HdBoard,MetalSd,BrkFace,921.0,TA,Gd,CBlock,Gd,TA,No,Unf,1000,Unf,0,210,1314,GasA,Ex,Y,SBrkr,1155,0,0,1539,0,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,2001.0,RFn,3,490,TA,TA,Y,126,36,0,0,0,0,,,,0,6,2006,WD,Normal,122900
380,20,RL,82.0,14154,Pave,,Reg,Lvl,AllPub,FR2,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,2005,1964,Gable,CompShg,MetalSd,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,ALQ,986,Unf,0,528,1475,GasA,Gd,Y,SBrkr,1094,0,0,1986,0,0,2,0,3,1,TA,8,Typ,1,Gd,Attchd,1998.0,Fin,2,462,TA,TA,P,52,144,0,0,0,0,,GdWo,,0,5,2007,WD,Normal,151000
819,20,RL,90.0,5381,Pave,,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,5,1994,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,870.0,Gd,TA,CBlock,Gd,TA,No,BLQ,477,Unf,0,1240,1836,GasA,TA,Y,SBrkr,1320,0,0,1646,0,0,2,1,3,1,TA,6,Typ,2,TA,Attchd,2005.0,RFn,2,525,Gd,TA,Y,100,72,0,0,0,0,,,,0,7,2009,WD,Normal,217500
541,50,RL,120.0,10440,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1968,2003,Gable,CompShg,VinylSd,MetalSd,BrkFace,338.0,Gd,TA,CBlock,TA,TA,No,ALQ,1173,Unf,0,1264,1242,GasA,TA,Y,SBrkr,1277,0,0,1792,0,0,1,1,1,1,TA,9,Typ,1,TA,Attchd,1994.0,RFn,2,627,TA,TA,Y,171,123,0,0,0,0,,,,0,10,2007,WD,Normal,309000
616,20,RL,80.0,13600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,223.0,Gd,TA,PConc,Fa,TA,Mn,Unf,904,LwQ,0,1107,1120,GasA,Ex,Y,SBrkr,1518,0,0,1726,1,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1968.0,Fin,2,696,TA,TA,Y,52,90,0,0,0,0,,,,0,5,2007,WD,Normal,265000
804,120,RL,66.0,10656,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,TwnhsE,2Story,5,5,1915,1976,Gable,CompShg,BrkFace,VinylSd,Stone,171.0,Gd,TA,PConc,TA,TA,No,Unf,1153,Unf,0,398,1463,GasA,Gd,Y,SBrkr,1569,0,0,1142,0,0,2,0,3,1,Gd,10,Typ,3,Gd,Attchd,2006.0,RFn,2,472,TA,TA,Y,186,66,0,0,0,0,,,,0,1,2009,WD,Normal,179400
1064,60,RM,80.0,11846,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Feedr,Norm,1Fam,1Story,9,5,2000,2003,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,226.0,TA,TA,PConc,Gd,TA,Mn,ALQ,489,Unf,0,410,650,GasA,TA,Y,SBrkr,1314,829,0,2526,1,0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,1976.0,RFn,2,576,TA,TA,Y,0,170,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,437154
52,20,RL,88.0,9416,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Feedr,Norm,1Fam,1Story,7,7,2008,2006,Gable,CompShg,HdBoard,BrkFace,Stone,166.0,TA,TA,CBlock,Gd,TA,No,GLQ,895,Unf,0,390,1358,GasA,Ex,Y,SBrkr,1532,1098,0,924,0,0,3,0,4,1,TA,7,Typ,1,Gd,Attchd,2003.0,RFn,2,840,TA,TA,Y,0,84,0,0,0,0,,MnPrv,,0,5,2008,WD,Normal,260400
1458,20,RL,34.0,12160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,5,2008,2009,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,270.0,TA,TA,PConc,Gd,TA,No,Unf,490,Unf,1061,797,1379,GasA,Ex,Y,SBrkr,1940,0,0,1155,1,0,1,0,2,1,TA,6,Typ,1,TA,Detchd,2000.0,RFn,3,576,TA,TA,Y,0,132,0,0,180,0,,,,0,6,2006,WD,Normal,237000
317,20,RL,78.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,7,2005,1977,Gable,CompShg,Wd Sdng,HdBoard,Stone,84.0,Gd,Gd,PConc,TA,TA,No,GLQ,338,Unf,0,326,1698,GasA,Ex,Y,SBrkr,1836,762,0,1855,0,0,1,1,3,1,TA,7,Min2,1,TA,Detchd,2008.0,Unf,2,720,TA,TA,Y,268,60,0,0,0,0,,,,0,6,2009,WD,Normal,139000
575,20,RL,92.0,4224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1.5Fin,6,5,2004,1957,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,768.0,Gd,TA,CBlock,TA,TA,No,Unf,790,Unf,0,153,1766,GasA,Gd,Y,SBrkr,1242,0,0,2640,0,0,1,1,2,1,TA,7,Typ,1,Gd,Attchd,2009.0,Unf,2,606,TA,TA,Y,156,20,0,0,0,0,,,,0,5,2009,WD,Normal,320000
995,60,RL,80.0,10120,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1.5Fin,7,7,1978,1988,Gable,CompShg,VinylSd,MetalSd,BrkFace,479.0,TA,TA,CBlock,Fa,TA,No,ALQ,1172,Unf,0,173,807,GasA,Gd,Y,SBrkr,874,1237,0,2344,1,0,1,1,2,1,TA,6,Typ,1,Gd,Attchd,2005.0,Unf,2,983,TA,TA,Y,100,170,0,0,0,0,,,,0,5,2009,WD,Normal,305000
1121,50,RM,93.0,7838,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,2006,1994,Gable,CompShg,HdBoard,MetalSd,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,Unf,776,Unf,0,354,672,GasA,Ex,Y,SBrkr,1130,0,0,3608,1,0,1,0,2,1,Gd,7,Typ,1,TA,Detchd,2004.0,Unf,1,626,TA,TA,P,0,80,0,0,0,0,,,,0,3,2006,WD,Normal,295493
1054,80,RM,52.0,11782,Pave,,Reg,HLS,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,7,5,1973,1957,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,263.0,TA,TA,PConc,TA,TA,No,Rec,980,Unf,0,299,1430,GasA,Ex,Y,SBrkr,1500,1088,0,1569,0,0,2,0,3,1,TA,7,Typ,1,TA,Detchd,1966.0,Unf,2,825,TA,TA,Y,144,64,0,0,0,0,,,,0,5,2006,COD,Normal,177000
380,20,RL,70.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,6,5,1964,2006,Gable,CompShg,MetalSd,HdBoard,Stone,216.0,TA,TA,CBlock,Gd,Fa,Mn,GLQ,659,Unf,0,431,936,GasA,Ex,Y,SBrkr,1358,0,0,1314,0,0,2,1,3,1,TA,6,Typ,1,Gd,Detchd,1981.0,Unf,2,572,TA,TA,Y,0,76,0,0,0,0,,MnPrv,,0,4,2010,WD,Normal,250000
282,60,RL,73.0,11700,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,8,5,1989,2005,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,448.0,TA,TA,CBlock,TA,TA,No,Unf,659,Unf,0,650,784,GasA,TA,Y,SBrkr,876,0,0,2329,1,0,1,0,4,1,TA,7,Typ,1,Fa,Attchd,2006.0,RFn,3,556,TA,TA,Y,0,45,0,0,0,0,,GdWo,,0,12,2006,WD,Normal,272000
843,60,RL,78.0,10208,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,5,5,2003,2003,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,473.0,TA,TA,CBlock,TA,TA,No,Unf,513,Unf,0,625,1264,GasA,TA,Y,SBrkr,1698,0,0,1836,0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1973.0,RFn,2,516,TA,TA,Y,436,21,0,0,0,0,,,,0,4,2010,WD,Normal,137500
906,20,RM,107.0,22950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,6,1994,1995,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,TA,TA,CBlock,TA,TA,Av,BLQ,1261,Unf,0,431,1216,GasA,TA,Y,FuseA,1766,0,0,1242,0,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1964.0,RFn,2,779,TA,TA,Y,120,96,0,0,0,0,,,,0,1,2009,WD,Normal,144900
409,50,RL,78.0,3635,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,OldTown,Norm,Norm,Twnhs,2Story,6,5,1976,2009,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,PConc,TA,TA,No,LwQ,700,Unf,0,410,1392,GasA,TA,Y,SBrkr,1175,832,0,874,0,0,2,1,3,1,TA,8,Typ,1,TA,Detchd,1989.0,Unf,1,336,TA,TA,Y,0,44,0,0,0,0,,,,0,6,2009,WD,Normal,114500
1045,20,RL,24.0,5001,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1.5Fin,5,7,2008,2003,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,194.0,TA,TA,CBlock,TA,Fa,No,Rec,252,Unf,0,876,744,GasA,Ex,Y,SBrkr,672,0,0,1130,0,0,2,0,4,1,TA,10,Typ,1,TA,Attchd,2003.0,Fin,1,299,TA,TA,Y,144,44,0,0,0,0,,,,0,4,2008,WD,Family,271000
1043,50,RM,95.0,11839,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1977,1989,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,651.0,Gd,TA,PConc,TA,TA,No,Unf,222,Unf,0,464,1848,GasA,Gd,Y,SBrkr,1647,807,0,2622,1,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1994.0,Unf,1,463,TA,TA,Y,0,0,164,0,0,0,,,,0,6,2010,WD,Normal,209500
842,20,RL,75.0,11362,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,8,5,1957,1996,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,166.0,Gd,Gd,PConc,TA,TA,No,LwQ,1369,Unf,0,645,1720,GasA,Gd,Y,SBrkr,1132,0,0,1539,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1976.0,Unf,1,722,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,315000
606,60,RL,75.0,9858,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,8,5,1988,2002,Gable,CompShg,MetalSd,Wd Shng,BrkFace,340.0,Gd,TA,CBlock,Ex,TA,No,ALQ,1024,Unf,0,386,941,GasA,Ex,Y,SBrkr,1277,904,0,1358,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1994.0,Fin,3,299,TA,TA,Y,0,131,0,0,0,0,,,,0,7,2006,WD,Normal,228500
867,120,RL,82.0,12256,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1.5Fin,6,5,1925,2005,Gable,CompShg,VinylSd,MetalSd,Stone,410.0,TA,TA,PConc,Fa,TA,No,Unf,2260,Unf,0,672,1657,GasA,Ex,Y,SBrkr,1392,0,0,1717,1,0,2,1,2,1,Gd,6,Typ,1,Gd,Detchd,2003.0,Unf,1,500,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,243000
482,20,RL,81.0,10440,Pave,,IR1,Lvl,AllPub,FR2,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1957,2006,Gable,CompShg,HdBoard,VinylSd,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,866,Unf,0,1117,1092,GasA,Ex,Y,SBrkr,757,0,0,1820,0,0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,2009.0,Unf,1,786,TA,TA,Y,384,0,0,0,0,0,,,,0,5,2010,New,Normal,287090
